score,fa_atr,fa_rep,fa_sol,fa_intra_rep,fa_elec,pro_close,hbond_sr_bb,hbond_lr_bb,hbond_bb_sc,hbond_sc,dslf_fa13,rama,omega,fa_dun,p_aa_pp,yhh_planarity,ref,P_ni_disulfides_side,P_ni_mtcontacts,P_ni_rmsd,P_ni_rmsd_threshold,P_ni_trials,ala_count,aroma_count,cys_count,design_score,exposed_hydrophobic,final_rmsd,his_count,met_count,packstat,P_ni_rmsd_type,time,newname
-27.544,-195.234,35.626,101.523,0.698,-15.41,0.062,-5.711,-4.685,-1.589,-0.952,-0.517,8.074,10.838,55.04,-23.76,0.04,8.414,0.0,12.0,0.644,2.0,4.0,1.0,7.0,3.0,-27.544,469.736,2.827,0.0,0.0,0.512,no_motif,442.0,S4_1.1.332
-27.537,-241.958,50.144,117.362,0.96,-20.689,0.689,-3.452,-5.275,-3.822,-2.955,-0.01,12.915,14.016,82.336,-22.583,0.259,-5.473,0.0,16.0,0.736,2.0,2.0,1.0,9.0,3.0,-27.537,445.065,2.679,1.0,0.0,0.597,no_motif,354.0,S4_1.1.333
-27.533,-232.794,44.395,117.327,1.001,-21.765,0.276,-4.279,-8.317,-2.978,-2.116,-0.536,4.166,11.467,79.755,-13.091,0.521,-0.565,0.0,14.0,0.606,2.0,1.0,0.0,10.0,3.0,-27.533,470.163,1.966,0.0,0.0,0.573,no_motif,200.0,S4_1.1.334
-27.529,-255.136,53.177,126.096,0.847,-23.667,0.028,-7.809,-11.795,-3.122,-2.427,0.174,9.569,19.354,84.108,-17.072,0.079,0.067,0.0,15.0,0.564,2.0,3.0,0.0,8.0,2.0,-27.529,395.212,2.422,1.0,0.0,0.644,no_motif,368.0,S4_1.1.335
-27.401,-225.804,48.603,122.719,0.757,-25.57,0.332,-5.724,-13.218,-3.187,-2.026,-0.579,6.058,13.018,81.438,-18.236,0.008,-5.989,0.0,14.0,0.5,2.0,2.0,1.0,9.0,3.0,-27.401,448.241,1.905,0.0,0.0,0.603,no_motif,321.0,S4_1.1.336
-27.343,-213.484,40.616,118.491,0.892,-27.566,0.193,-4.461,-11.808,-5.221,-1.852,-0.88,5.539,11.943,78.492,-16.597,0.055,-1.694,0.0,14.0,0.586,2.0,6.0,0.0,6.0,3.0,-27.343,284.171,2.795,0.0,0.0,0.531,no_motif,579.0,S4_1.1.337
-27.33,-232.672,37.359,126.847,0.808,-30.371,0.0,-6.168,-10.07,-1.326,-3.933,-0.947,4.702,15.368,92.956,-15.423,0.001,-4.463,0.0,14.0,0.76,2.0,1.0,1.0,7.0,2.0,-27.33,607.111,1.868,0.0,1.0,0.566,no_motif,165.0,S4_1.1.338
-27.322,-229.317,31.899,128.174,0.713,-19.677,0.094,-4.012,-5.678,-2.021,-3.039,-0.862,5.552,9.602,78.672,-16.014,0.002,-1.411,0.0,13.0,1.003,2.0,8.0,1.0,8.0,3.0,-27.322,311.543,2.705,1.0,0.0,0.653,no_motif,834.0,S4_1.1.339
-27.296,-225.945,44.506,131.7,0.714,-26.002,0.036,-4.128,-10.523,-3.837,-4.874,-0.771,6.909,11.259,79.106,-19.797,0.018,-5.668,0.0,15.0,0.592,2.0,8.0,0.0,7.0,3.0,-27.296,351.713,1.885,0.0,0.0,0.545,no_motif,1130.0,S4_1.1.340
-27.28,-231.94,40.166,124.888,0.768,-20.192,0.009,-2.324,-10.302,-1.296,-3.556,-0.379,6.434,17.687,79.899,-19.706,0.085,-7.521,0.0,14.0,0.544,2.0,4.0,1.0,9.0,3.0,-27.28,324.454,2.684,0.0,1.0,0.594,no_motif,531.0,S4_1.1.341
-27.267,-233.152,52.262,123.049,0.713,-23.745,0.305,-5.657,-7.063,-2.729,-3.766,-0.854,7.046,11.79,77.719,-17.568,0.001,-5.618,0.0,15.0,0.804,2.0,6.0,1.0,8.0,2.0,-27.267,395.391,2.447,0.0,0.0,0.603,no_motif,616.0,S4_1.1.342
-27.203,-206.004,39.635,113.424,0.631,-25.843,0.0,-3.37,-5.671,-3.728,-2.262,-0.498,5.104,9.519,68.166,-14.235,0.014,-2.085,0.0,15.0,0.52,2.0,1.0,1.0,5.0,3.0,-27.203,357.324,2.672,0.0,0.0,0.61,no_motif,141.0,S4_1.1.343
-27.195,-237.019,44.445,119.467,0.725,-21.769,0.35,-4.085,-7.428,-4.642,-2.802,-0.048,7.261,15.421,74.067,-13.432,0.243,2.051,0.0,15.0,0.571,2.0,5.0,0.0,9.0,3.0,-27.195,511.29,2.526,1.0,0.0,0.551,no_motif,558.0,S4_1.1.344
-27.191,-234.598,40.614,118.156,0.776,-21.375,0.132,-4.047,-9.556,-1.756,-2.613,-1.193,4.167,14.129,85.898,-13.593,0.006,-2.339,0.0,14.0,0.684,2.0,9.0,1.0,7.0,2.0,-27.191,463.637,2.365,0.0,0.0,0.525,no_motif,929.0,S4_1.1.345
-27.175,-217.341,38.483,111.204,0.745,-21.76,0.641,-3.225,-8.452,-2.624,-2.618,-0.138,8.499,14.023,75.063,-19.656,0.141,-0.159,0.0,14.0,0.648,2.0,4.0,1.0,5.0,3.0,-27.175,290.352,2.315,0.0,0.0,0.54,no_motif,597.0,S4_1.1.346
-27.158,-228.116,46.131,101.628,0.784,-12.183,0.005,-4.034,-7.373,-0.767,-0.628,-0.708,1.403,14.263,73.241,-18.01,0.059,7.146,0.0,14.0,0.49,2.0,1.0,0.0,9.0,2.0,-27.158,818.718,3.164,0.0,0.0,0.564,no_motif,191.0,S4_1.1.347
-27.151,-196.573,35.931,111.846,0.698,-23.673,0.291,-3.376,-5.517,-3.732,-3.902,-1.174,6.988,11.49,74.399,-17.951,0.095,-12.991,0.0,15.0,0.653,2.0,1.0,0.0,5.0,2.0,-27.151,382.435,2.89,0.0,0.0,0.509,no_motif,180.0,S4_1.1.348
-27.142,-229.213,46.035,115.705,1.23,-24.032,0.387,-1.814,-11.679,-3.975,-2.42,0.068,6.022,13.561,82.068,-15.859,0.012,-3.238,0.0,13.0,0.491,2.0,2.0,0.0,8.0,2.0,-27.142,338.656,1.658,0.0,0.0,0.577,no_motif,264.0,S4_1.1.349
-27.136,-222.864,38.299,122.414,0.868,-21.996,0.008,-5.132,-9.061,-2.933,-4.411,0.473,6.63,14.635,76.27,-17.549,0.025,-2.812,0.0,15.0,0.689,2.0,3.0,1.0,5.0,2.0,-27.136,460.865,2.001,1.0,0.0,0.586,no_motif,463.0,S4_1.1.350
-27.133,-237.84,39.702,130.357,0.851,-27.314,0.207,-4.441,-9.064,-3.395,-2.479,-0.988,7.858,14.406,81.412,-17.74,0.001,1.334,0.0,14.0,0.545,2.0,1.0,1.0,9.0,3.0,-27.133,523.959,2.062,0.0,0.0,0.586,no_motif,177.0,S4_1.1.351
-27.032,-235.093,49.038,121.35,0.74,-21.962,0.172,-4.547,-8.919,-1.947,-3.346,-0.627,7.614,9.393,82.548,-19.924,0.0,-1.52,0.0,13.0,0.507,2.0,5.0,2.0,7.0,2.0,-27.032,412.492,1.852,0.0,0.0,0.624,no_motif,558.0,S4_1.1.352
-27.027,-205.496,34.61,108.615,0.791,-18.207,0.687,-2.672,-10.045,-2.02,-4.086,-0.782,3.543,10.86,72.015,-18.181,0.246,3.094,0.0,13.0,0.644,2.0,4.0,1.0,6.0,2.0,-27.027,361.822,2.741,1.0,0.0,0.485,no_motif,559.0,S4_1.1.353
-27.016,-230.761,48.707,116.064,0.925,-24.026,0.351,-4.817,-11.351,-4.61,-0.987,-1.059,6.942,16.429,77.503,-16.251,0.314,-0.389,0.0,15.0,0.629,2.0,3.0,0.0,8.0,3.0,-27.016,387.147,2.024,0.0,0.0,0.579,no_motif,458.0,S4_1.1.354
-26.943,-227.83,32.94,120.755,0.815,-26.049,0.071,-2.117,-8.095,-1.789,-2.865,-0.684,3.759,18.603,80.435,-14.832,0.008,-0.068,0.0,13.0,0.539,2.0,8.0,0.0,7.0,2.0,-26.943,363.576,1.586,0.0,0.0,0.531,no_motif,904.0,S4_1.1.355
-26.909,-204.349,39.535,107.858,0.744,-20.914,0.087,-4.793,-8.757,-2.707,-0.788,-0.982,7.263,11.029,67.99,-19.395,0.029,1.24,0.0,16.0,0.601,2.0,3.0,0.0,7.0,3.0,-26.909,475.507,2.123,0.0,0.0,0.635,no_motif,400.0,S4_1.1.356
-26.878,-214.447,35.414,116.799,1.023,-25.129,0.0,-4.923,-10.917,-0.735,-1.97,-0.701,4.19,13.9,72.652,-15.052,0.012,3.006,0.0,15.0,0.559,2.0,1.0,0.0,8.0,3.0,-26.878,428.35,2.037,0.0,0.0,0.568,no_motif,144.0,S4_1.1.357
-26.863,-236.062,48.706,138.606,0.675,-26.382,0.853,-4.955,-9.114,-3.837,-3.49,-0.869,4.308,13.189,81.118,-16.017,0.02,-13.613,0.0,16.0,0.588,2.0,4.0,0.0,7.0,2.0,-26.863,329.864,2.148,0.0,0.0,0.572,no_motif,472.0,S4_1.1.358
-26.84,-199.073,37.22,106.661,0.632,-20.029,0.745,-3.846,-8.876,-4.348,-2.047,-0.728,2.797,15.791,71.233,-17.943,0.004,-5.034,0.0,15.0,0.482,2.0,6.0,0.0,5.0,2.0,-26.84,320.491,2.419,0.0,0.0,0.528,no_motif,656.0,S4_1.1.359
-26.835,-221.75,38.686,120.179,0.648,-20.876,0.585,-3.988,-6.757,-1.573,-3.169,-0.814,5.6,14.003,74.917,-16.989,0.139,-5.675,0.0,14.0,0.48,2.0,5.0,3.0,4.0,2.0,-26.835,339.18,2.08,0.0,0.0,0.539,no_motif,544.0,S4_1.1.360
-26.818,-225.674,39.894,127.574,0.697,-22.675,0.326,-5.024,-10.659,-3.111,-2.454,-0.483,6.914,12.683,78.604,-18.237,0.007,-5.201,0.0,12.0,0.62,2.0,6.0,0.0,6.0,3.0,-26.818,371.652,1.923,0.0,0.0,0.504,no_motif,788.0,S4_1.1.361
-26.771,-230.348,35.303,136.317,0.699,-31.567,0.001,-4.462,-5.253,-4.636,-4.077,-1.07,3.873,12.364,90.142,-14.843,0.077,-9.289,0.0,22.0,1.758,2.0,1.0,0.0,6.0,2.0,-26.771,426.028,2.707,1.0,1.0,0.504,no_motif,175.0,S4_1.1.362
-26.759,-222.57,35.607,115.625,0.685,-21.429,0.0,-4.167,-4.553,-2.517,-1.859,-0.987,11.206,10.544,75.358,-15.382,0.0,-2.32,0.0,13.0,0.9,2.0,1.0,2.0,9.0,2.0,-26.759,362.957,2.185,0.0,0.0,0.517,no_motif,209.0,S4_1.1.363
-26.755,-231.777,47.168,120.485,0.718,-26.399,0.144,-4.277,-8.211,-2.276,-2.836,-0.699,9.36,10.05,79.429,-15.56,0.368,-2.441,0.0,14.0,0.569,2.0,4.0,0.0,8.0,3.0,-26.755,410.686,2.322,0.0,0.0,0.601,no_motif,461.0,S4_1.1.364
-26.732,-207.099,40.809,118.279,0.708,-21.058,0.562,-5.632,-9.677,-4.696,-2.761,-1.202,7.588,11.457,72.496,-15.974,0.005,-10.539,0.0,15.0,0.553,2.0,1.0,0.0,4.0,3.0,-26.732,244.491,3.229,0.0,0.0,0.535,no_motif,165.0,S4_1.1.365
-26.729,-212.813,35.37,118.735,0.71,-25.941,0.035,-2.689,-5.085,-2.631,-1.914,-0.476,8.267,18.087,69.729,-20.81,0.025,-5.327,0.0,13.0,1.306,2.0,7.0,0.0,5.0,2.0,-26.729,342.747,2.619,0.0,0.0,0.624,no_motif,753.0,S4_1.1.366
-26.727,-220.728,45.246,121.037,0.785,-29.115,1.526,-3.575,-10.121,-4.123,-2.861,-0.242,7.961,11.092,81.111,-19.078,0.047,-5.689,0.0,14.0,1.084,2.0,5.0,0.0,9.0,3.0,-26.727,371.217,3.327,1.0,0.0,0.533,no_motif,623.0,S4_1.1.367
-26.691,-230.998,35.704,114.446,0.82,-16.555,0.389,-4.536,-9.679,-1.713,-3.273,-0.237,5.372,11.717,82.321,-16.128,0.06,5.599,0.0,15.0,0.589,2.0,8.0,0.0,12.0,3.0,-26.691,505.775,2.582,0.0,0.0,0.576,no_motif,908.0,S4_1.1.368
-26.671,-211.28,40.734,109.516,0.677,-19.456,0.078,-4.599,-9.118,-4.397,-0.631,-0.688,9.718,10.713,73.503,-19.051,0.159,-2.55,0.0,17.0,0.567,2.0,3.0,0.0,7.0,3.0,-26.671,229.93,2.884,0.0,0.0,0.539,no_motif,472.0,S4_1.1.369
-26.649,-216.575,34.215,124.603,0.955,-24.125,0.002,-3.833,-12.112,-5.467,-3.591,-0.183,2.815,14.739,78.129,-15.732,0.0,-0.49,0.0,15.0,0.665,2.0,1.0,0.0,3.0,2.0,-26.649,298.997,2.465,0.0,0.0,0.587,no_motif,195.0,S4_1.1.370
-26.614,-207.767,41.032,107.817,0.656,-23.841,0.251,-8.43,-1.824,-2.797,-1.622,-0.296,7.08,13.358,64.558,-17.01,0.01,2.212,0.0,13.0,0.622,2.0,4.0,2.0,4.0,2.0,-26.614,312.41,2.57,0.0,0.0,0.628,no_motif,445.0,S4_1.1.371
-26.611,-222.813,48.294,115.32,1.155,-23.149,0.488,-5.92,-6.796,-2.364,-2.803,-1.227,5.373,10.149,86.328,-17.337,0.013,-11.323,0.0,14.0,0.48,2.0,1.0,0.0,8.0,2.0,-26.611,360.053,2.138,0.0,0.0,0.562,no_motif,200.0,S4_1.1.372
-26.602,-212.944,43.016,109.882,0.785,-17.562,0.306,-4.669,-7.851,-3.868,-0.664,-1.075,4.604,13.016,67.39,-20.816,0.006,3.843,0.0,13.0,0.592,2.0,3.0,2.0,8.0,3.0,-26.602,412.46,1.788,0.0,0.0,0.535,no_motif,461.0,S4_1.1.373
-26.537,-216.932,38.217,114.148,0.758,-17.729,0.67,-4.672,-7.906,-1.897,-2.205,-0.883,4.422,12.108,77.971,-17.365,0.004,-5.246,0.0,15.0,0.521,2.0,2.0,0.0,6.0,3.0,-26.537,315.526,4.0,1.0,0.0,0.433,no_motif,237.0,S4_1.1.374
-26.479,-212.352,40.292,120.836,0.642,-22.203,1.123,-4.199,-10.88,-1.966,-2.142,-0.398,7.729,15.54,70.402,-21.826,0.033,-7.109,0.0,14.0,0.468,2.0,1.0,1.0,3.0,2.0,-26.479,301.354,2.367,0.0,0.0,0.545,no_motif,172.0,S4_1.1.375
-26.473,-247.592,47.718,131.757,0.769,-25.117,0.143,-2.493,-11.229,-2.397,-3.896,-0.11,7.932,16.795,74.415,-16.49,0.005,3.32,0.0,14.0,0.966,2.0,4.0,1.0,10.0,3.0,-26.473,429.906,2.521,0.0,0.0,0.531,no_motif,582.0,S4_1.1.376
-26.465,-233.682,39.289,126.055,0.802,-20.738,0.0,-4.781,-5.259,-3.619,-4.55,-1.112,4.813,10.162,81.846,-16.818,0.002,1.125,0.0,13.0,0.832,2.0,2.0,2.0,12.0,3.0,-26.465,485.139,2.841,0.0,0.0,0.597,no_motif,253.0,S4_1.1.377
-26.458,-234.412,43.346,117.938,0.737,-20.208,0.298,-3.63,-9.739,-3.784,-2.34,-0.047,5.512,14.333,91.171,-17.017,0.012,-8.629,0.0,16.0,1.123,2.0,2.0,1.0,5.0,2.0,-26.458,552.34,2.965,0.0,1.0,0.573,no_motif,274.0,S4_1.1.378
-26.436,-221.169,45.452,124.373,0.774,-30.759,0.0,-7.389,-8.943,-2.253,-5.71,-1.233,4.974,10.346,86.956,-13.03,0.0,-8.825,0.0,14.0,0.635,2.0,2.0,0.0,5.0,2.0,-26.436,434.771,2.43,0.0,0.0,0.559,no_motif,246.0,S4_1.1.379
-26.42,-246.77,50.604,116.728,1.051,-19.23,0.531,-5.445,-8.926,-2.057,-1.192,-0.658,7.665,13.389,79.509,-19.266,0.008,7.639,0.0,14.0,0.599,2.0,1.0,2.0,14.0,2.0,-26.42,707.14,2.134,0.0,0.0,0.567,no_motif,170.0,S4_1.1.380
-26.404,-219.265,40.612,122.859,0.612,-26.206,0.24,-4.352,-10.245,-4.151,-3.706,-0.646,3.039,11.963,85.242,-15.397,0.111,-7.114,0.0,14.0,0.579,2.0,2.0,2.0,3.0,3.0,-26.404,261.845,2.596,1.0,0.0,0.558,no_motif,301.0,S4_1.1.381
-26.392,-232.653,45.346,137.995,0.654,-29.722,0.142,-2.791,-10.654,-2.93,-5.009,0.613,6.278,14.224,80.033,-17.936,0.003,-9.984,0.0,15.0,0.917,2.0,1.0,1.0,4.0,2.0,-26.392,318.526,3.336,0.0,0.0,0.624,no_motif,179.0,S4_1.1.382
-26.341,-214.986,40.978,118.783,0.726,-20.725,0.059,-6.466,-9.286,-3.405,-3.397,-1.051,6.131,10.658,69.344,-16.406,0.024,2.678,0.0,16.0,0.483,2.0,1.0,1.0,5.0,3.0,-26.341,330.773,2.09,0.0,0.0,0.548,no_motif,151.0,S4_1.1.383
-26.334,-252.626,52.804,129.259,0.847,-18.872,0.599,-7.465,-6.771,-1.523,-2.144,-0.108,9.247,14.849,81.945,-17.253,0.117,-9.239,0.0,14.0,0.536,2.0,1.0,0.0,11.0,2.0,-26.334,355.448,2.0,0.0,0.0,0.654,no_motif,145.0,S4_1.1.384
-26.334,-228.122,45.978,122.406,0.768,-20.418,0.192,-4.249,-8.033,-1.945,-3.434,-1.059,7.798,13.465,81.697,-20.979,0.0,-10.399,0.0,15.0,0.571,2.0,3.0,2.0,7.0,2.0,-26.334,289.632,2.694,0.0,0.0,0.66,no_motif,356.0,S4_1.1.385
-26.331,-225.744,39.982,115.563,0.897,-20.824,0.27,-4.85,-8.574,-1.781,-0.966,-0.793,3.369,11.514,78.902,-16.692,0.018,3.379,0.0,15.0,0.611,2.0,1.0,0.0,11.0,3.0,-26.331,344.782,2.639,0.0,0.0,0.591,no_motif,143.0,S4_1.1.386
-26.32,-238.904,39.856,126.425,0.783,-23.591,0.075,-4.84,-10.63,-0.888,-1.463,-0.37,7.42,14.837,83.425,-14.81,0.008,-3.652,0.0,13.0,0.638,2.0,2.0,0.0,8.0,3.0,-26.32,361.426,2.213,0.0,0.0,0.655,no_motif,242.0,S4_1.1.387
-26.318,-221.073,41.086,116.041,0.806,-25.038,1.673,-5.818,-9.068,-2.001,-3.459,-1.134,5.966,13.062,81.038,-17.212,0.0,-1.189,0.0,14.0,0.63,2.0,9.0,0.0,7.0,2.0,-26.318,361.871,2.018,0.0,0.0,0.62,no_motif,1300.0,S4_1.1.388
-26.309,-224.787,39.618,122.037,0.976,-25.397,0.0,-4.239,-7.31,-3.713,-3.268,0.188,9.298,13.466,74.092,-16.778,0.007,-0.499,0.0,16.0,0.986,2.0,3.0,1.0,7.0,3.0,-26.309,425.175,3.238,0.0,0.0,0.488,no_motif,461.0,S4_1.1.389
-26.277,-219.554,42.921,119.64,0.786,-20.698,0.294,-3.432,-9.649,-2.311,-4.53,-1.083,9.39,11.865,75.086,-19.113,0.109,-5.998,0.0,15.0,0.474,2.0,3.0,1.0,6.0,2.0,-26.277,423.667,2.721,0.0,0.0,0.581,no_motif,435.0,S4_1.1.390
-26.249,-225.297,43.654,114.74,0.735,-15.169,0.392,-7.487,-7.068,-3.983,-1.453,-0.822,7.898,8.104,78.585,-16.65,0.129,-2.558,0.0,14.0,0.582,2.0,2.0,0.0,8.0,3.0,-26.249,380.117,2.292,1.0,0.0,0.535,no_motif,331.0,S4_1.1.391
-26.246,-209.457,39.429,119.916,0.7,-28.137,0.14,-4.993,-9.767,-3.444,-3.118,-0.871,8.581,11.837,79.798,-19.741,0.096,-7.216,0.0,14.0,0.621,2.0,1.0,1.0,6.0,3.0,-26.246,298.119,2.379,0.0,0.0,0.5,no_motif,158.0,S4_1.1.392
-26.237,-204.798,35.298,124.484,0.707,-32.569,0.047,-3.563,-10.176,-2.175,-3.565,-0.735,5.378,9.267,83.448,-15.22,0.01,-12.074,0.0,14.0,1.063,2.0,1.0,0.0,5.0,2.0,-26.237,341.752,3.485,0.0,1.0,0.448,no_motif,196.0,S4_1.1.393
-26.229,-242.073,42.278,123.268,0.946,-20.283,0.553,-5.009,-7.308,-2.692,-5.425,-0.519,6.284,15.487,98.293,-19.722,0.19,-10.496,0.0,13.0,0.701,2.0,3.0,0.0,10.0,3.0,-26.229,430.009,2.45,0.0,0.0,0.52,no_motif,345.0,S4_1.1.394
-26.221,-230.998,41.124,128.027,0.718,-25.878,0.074,-2.484,-9.876,-5.662,-1.762,0.169,9.469,14.426,80.636,-20.046,0.09,-4.248,0.0,14.0,0.688,2.0,1.0,1.0,10.0,2.0,-26.221,419.973,2.527,0.0,0.0,0.554,no_motif,179.0,S4_1.1.395
-26.22,-208.284,44.745,102.442,0.647,-22.605,0.337,-4.279,-6.038,-2.39,-2.242,-0.438,2.332,15.354,69.97,-16.722,0.086,0.864,0.0,15.0,0.564,2.0,1.0,2.0,6.0,2.0,-26.22,500.138,3.138,0.0,0.0,0.549,no_motif,190.0,S4_1.1.396
-26.167,-226.816,39.384,121.025,0.805,-19.695,0.782,-4.192,-6.316,-5.097,-0.652,-0.144,5.42,11.847,85.653,-18.811,0.188,-9.546,0.0,13.0,0.593,2.0,6.0,0.0,9.0,3.0,-26.167,254.758,2.273,0.0,0.0,0.607,no_motif,790.0,S4_1.1.397
-26.144,-232.807,38.076,125.873,0.755,-22.463,0.043,-3.226,-6.993,-2.238,-2.779,-0.973,6.161,19.17,68.821,-16.4,0.019,2.817,0.0,12.0,0.961,2.0,2.0,3.0,6.0,3.0,-26.144,301.346,2.179,0.0,0.0,0.624,no_motif,249.0,S4_1.1.398
-26.141,-235.594,46.355,116.757,0.786,-20.009,0.632,-6.403,-9.805,-1.921,-2.968,-0.803,9.079,17.108,75.998,-16.499,0.013,1.135,0.0,15.0,0.604,2.0,1.0,0.0,11.0,3.0,-26.141,534.512,3.106,0.0,0.0,0.521,no_motif,212.0,S4_1.1.399
-26.087,-226.256,40.827,110.692,0.762,-16.534,0.212,-5.796,-11.394,-4.372,-0.498,0.0,2.719,16.091,79.899,-12.284,0.135,-0.29,0.0,16.0,0.557,2.0,6.0,0.0,5.0,2.0,-26.087,347.507,2.161,1.0,0.0,0.569,no_motif,887.0,S4_1.1.400
-25.999,-225.713,31.495,124.645,0.937,-19.757,0.012,-1.175,-7.606,-3.053,-2.516,-0.618,1.033,13.483,73.799,-16.195,0.124,5.106,0.0,16.0,0.482,2.0,1.0,1.0,9.0,2.0,-25.999,724.601,2.352,0.0,1.0,0.589,no_motif,179.0,S4_1.1.401
-25.982,-233.404,39.908,126.356,0.764,-19.795,0.159,-6.417,-9.067,-2.479,-3.378,-0.53,8.785,14.257,80.923,-17.156,0.0,-4.909,0.0,13.0,0.588,2.0,1.0,1.0,6.0,2.0,-25.982,440.182,2.101,0.0,0.0,0.594,no_motif,216.0,S4_1.1.402
-25.953,-223.791,40.273,114.353,0.718,-20.364,0.38,-2.807,-9.502,-2.726,-2.942,-0.486,8.735,14.159,70.162,-15.715,0.005,3.595,0.0,13.0,0.653,2.0,5.0,0.0,8.0,3.0,-25.953,528.232,2.451,0.0,0.0,0.559,no_motif,472.0,S4_1.1.403
-25.95,-249.99,47.339,128.712,0.872,-22.451,0.016,-4.429,-9.31,-2.12,-1.829,-0.772,9.077,12.673,79.597,-16.136,0.191,2.609,0.0,15.0,0.63,2.0,3.0,1.0,12.0,3.0,-25.95,643.895,2.59,0.0,1.0,0.606,no_motif,365.0,S4_1.1.404
-25.919,-240.417,47.387,126.242,0.753,-24.198,0.563,-2.557,-10.869,-3.082,-4.131,-0.376,6.769,18.579,87.283,-20.274,0.199,-7.79,0.0,16.0,0.545,2.0,2.0,0.0,7.0,3.0,-25.919,291.749,3.056,0.0,0.0,0.629,no_motif,324.0,S4_1.1.405
-25.894,-245.851,52.124,132.45,0.756,-30.981,0.294,-5.791,-8.422,-3.707,-3.371,-0.809,6.998,9.111,83.108,-15.017,0.1,3.116,0.0,12.0,0.544,2.0,4.0,0.0,11.0,3.0,-25.894,483.873,2.995,0.0,0.0,0.544,no_motif,428.0,S4_1.1.406
-25.891,-213.5,38.951,112.27,0.678,-27.066,0.176,-5.671,-11.575,-1.728,-2.99,-0.144,6.408,15.178,78.196,-15.542,0.0,0.466,0.0,13.0,0.699,2.0,1.0,0.0,4.0,2.0,-25.891,502.032,2.702,0.0,1.0,0.536,no_motif,157.0,S4_1.1.407
-25.871,-235.656,40.022,118.016,0.771,-15.451,0.352,-1.808,-9.332,-1.953,-3.073,-0.335,5.556,15.244,81.34,-18.906,0.0,-0.657,0.0,15.0,0.576,2.0,1.0,0.0,8.0,2.0,-25.871,550.847,2.367,0.0,0.0,0.564,no_motif,192.0,S4_1.1.408
-25.803,-206.135,34.716,114.199,0.759,-20.114,0.345,-3.093,-10.844,-2.492,-2.861,-0.462,5.668,15.26,71.795,-18.943,0.028,-3.629,0.0,13.0,0.599,2.0,1.0,0.0,5.0,2.0,-25.803,384.668,2.098,0.0,0.0,0.563,no_motif,152.0,S4_1.1.409
-25.792,-212.384,34.779,115.492,0.728,-23.884,0.0,-6.439,-10.535,-3.197,-2.177,-0.687,9.436,14.395,72.165,-14.694,0.458,0.754,0.0,12.0,0.632,2.0,2.0,1.0,4.0,2.0,-25.792,325.069,2.258,0.0,0.0,0.479,no_motif,260.0,S4_1.1.410
-25.784,-225.556,41.734,118.818,0.834,-25.73,0.042,-5.269,-11.104,-2.828,-2.125,-0.731,2.109,12.205,86.888,-13.574,0.025,-1.521,0.0,15.0,0.601,2.0,2.0,0.0,8.0,2.0,-25.784,326.429,1.439,0.0,0.0,0.591,no_motif,298.0,S4_1.1.411
-25.758,-224.397,39.596,124.34,0.71,-17.501,0.745,-5.308,-7.963,-4.551,-3.863,-0.973,2.376,13.958,88.87,-17.161,0.126,-14.762,0.0,13.0,0.618,2.0,6.0,0.0,7.0,3.0,-25.758,364.095,2.42,0.0,0.0,0.624,no_motif,754.0,S4_1.1.412
-25.735,-216.338,37.775,124.039,0.73,-21.511,0.156,-4.673,-12.346,-3.401,-2.069,-0.768,7.869,11.053,81.398,-18.221,0.344,-9.768,0.0,13.0,0.573,2.0,6.0,1.0,6.0,3.0,-25.735,383.761,1.556,0.0,0.0,0.525,no_motif,586.0,S4_1.1.413
-25.721,-236.056,40.85,127.524,0.798,-23.271,0.0,-3.131,-5.512,-4.445,-3.542,-1.007,6.026,12.161,92.041,-18.632,0.415,-9.94,0.0,14.0,0.562,2.0,2.0,0.0,9.0,2.0,-25.721,501.421,2.585,0.0,0.0,0.616,no_motif,261.0,S4_1.1.414
-25.706,-202.38,31.952,122.867,0.783,-22.048,0.092,-3.361,-5.645,-2.697,-3.554,0.489,8.142,9.978,72.23,-19.979,0.473,-13.047,0.0,17.0,0.944,2.0,5.0,0.0,7.0,2.0,-25.706,295.523,3.039,0.0,0.0,0.481,no_motif,535.0,S4_1.1.415
-25.666,-234.858,43.407,122.755,0.678,-20.935,0.03,-3.102,-12.491,-2.243,-1.413,-0.964,6.438,12.408,83.349,-16.989,0.005,-1.742,0.0,15.0,0.547,2.0,8.0,2.0,8.0,3.0,-25.666,459.503,1.939,0.0,0.0,0.562,no_motif,1116.0,S4_1.1.416
-25.638,-236.704,43.722,132.206,0.826,-27.167,0.16,-5.961,-9.066,-3.608,-4.9,-0.754,2.446,9.733,88.798,-14.494,0.022,-0.894,0.0,14.0,0.571,2.0,1.0,0.0,6.0,2.0,-25.638,339.274,2.775,0.0,0.0,0.532,no_motif,204.0,S4_1.1.417
-25.634,-225.776,44.369,119.204,0.899,-29.399,0.121,-3.044,-8.384,-3.953,-3.358,-1.012,6.568,10.724,82.466,-13.977,0.007,-1.091,0.0,14.0,0.616,2.0,1.0,0.0,8.0,3.0,-25.634,352.527,2.82,0.0,1.0,0.563,no_motif,164.0,S4_1.1.418
